0	3	2	2	3.9528811
0	4	3	3	3.99219108
0	5	4	4	4.3215313
0	6	5	5	4.26730108
0	7	6	6	4.12031078
0	8	7	7	3.9528811
0	9	8	8	4.0757513
0	10	9	9	3.9528811
0	11	10	10	4.37886095
0	12	11	11	4.12031078
0	13	12	12	4.0757513
0	14	13	13	4.0757513
0	15	14	14	4.03310108
0	16	15	15	4.12031078
0	17	16	16	4.12031078
0	18	17	17	4.50444126
0	19	18	18	4.12031078
0	20	19	19	4.50444126
0	21	20	20	4.26730108
0	22	21	21	4.26730108
0	23	22	22	4.16695118
0	24	23	23	4.72848129
0	25	24	24	4.9117012
0	26	25	25	5.42613077
0	27	26	26	4.9117012
0	28	28	28	5.13619089
0	29	29	29	4.16695118
0	1	22	22	0.456209004
0	0.962810993
1	30	2	2	2.97108912
1	31	3	3	2.89163899
1	32	5	5	4.9997592
1	33	6	6	4.91016912
1	34	7	7	3.27273893
1	35	8	8	2.98348904
1	37	11	11	3.74163914
1	38	12	12	4.74116898
1	39	13	13	3.56227899
1	40	14	14	2.97933912
1	41	15	15	3.29520893
1	42	16	16	3.94937897
1	43	17	17	5.13326883
1	44	18	18	4.76558924
1	45	22	22	3.96036911
1	46	26	26	5.11750889
1	47	29	29	4.7906189
1	29	29	29	5.4236989
1	28	28	28	6.39293909
1	27	26	26	6.16844893
1	26	25	25	6.68287897
1	25	24	24	6.16844893
1	24	23	23	5.98522902
1	23	22	22	5.4236989
1	22	21	21	5.52404928
1	21	20	20	5.52404928
1	20	19	19	5.76118898
1	19	18	18	5.37705898
1	18	17	17	5.76118898
1	17	16	16	5.37705898
1	16	15	15	5.37705898
1	15	14	14	5.28984928
1	14	13	13	5.33249903
1	13	12	12	5.33249903
1	12	11	11	5.37705898
1	11	10	10	5.63560915
1	10	9	9	5.20962906
1	9	8	8	5.33249903
1	8	7	7	5.20962906
1	7	6	6	5.37705898
1	6	5	5	5.52404928
1	5	4	4	5.57827902
1	4	3	3	5.24893904
1	3	2	2	5.20962906
1	36	9	9	0.600416005
1	2.21955895
2	29	29	29	3.20413995
2	28	28	28	4.1733799
2	27	26	26	3.94888997
2	26	25	25	4.46331978
2	25	24	24	3.94888997
2	24	23	23	3.76567006
2	23	22	22	3.20413995
2	22	21	21	3.30449009
2	21	20	20	3.30449009
2	20	19	19	3.54163003
2	19	18	18	3.15750003
2	18	17	17	3.54163003
2	17	16	16	3.15750003
2	16	15	15	3.15750003
2	15	14	14	3.07029009
2	14	13	13	3.11294007
2	13	12	12	3.11294007
2	12	11	11	3.15750003
2	11	10	10	3.41604996
2	10	9	9	2.9900701
2	9	8	8	3.11294007
2	8	7	7	2.9900701
2	7	6	6	3.15750003
2	6	5	5	3.30449009
2	5	4	4	3.35872006
2	4	3	3	3.02938008
2	3	2	2	2.9900701
2
3	3	2	2	5.12028027
3	4	3	3	5.15958977
3	5	4	4	5.48892975
3	6	5	5	5.43470001
3	7	6	6	5.28771019
3	8	7	7	5.12028027
3	9	8	8	5.24314976
3	10	9	9	5.12028027
3	11	10	10	5.54625988
3	12	11	11	5.28771019
3	13	12	12	5.24314976
3	14	13	13	5.24314976
3	15	14	14	5.20050001
3	16	15	15	5.28771019
3	17	16	16	5.28771019
3	18	17	17	5.67183971
3	19	18	18	5.28771019
3	20	19	19	5.67183971
3	21	20	20	5.43470001
3	22	21	21	5.43470001
3	23	22	22	5.33434963
3	24	23	23	5.89587975
3	25	24	24	6.07909966
3	26	25	25	6.5935297
3	27	26	26	6.07909966
3	28	28	28	6.30358982
3	29	29	29	5.33434963
3	170	29	29	3.08061004
3	169	28	28	5.65743017
3	168	26	26	5.15608978
3	167	25	25	4.16074991
3	166	24	24	4.77331018
3	165	23	23	5.27745008
3	164	22	22	3.42681003
3	163	21	21	3.36049008
3	162	20	20	3.21652007
3	161	19	19	3.77032995
3	160	18	18	3.26762009
3	159	17	17	3.31083989
3	158	16	16	2.77593994
3	157	15	15	2.73369002
3	156	14	14	4.24302006
3	155	13	13	2.73016
3	154	12	12	2.73016
3	153	11	11	3.41973996
3	152	10	10	2.75156999
3	151	9	9	3.5661099
3	150	8	8	2.86216998
3	149	7	7	3.31510997
3	148	6	6	3.41973996
3	147	5	5	3.36049008
3	146	4	4	2.83562994
3	145	3	3	3.00496006
3	144	2	2	3.11464
3	2.13020992
4	3	2	2	5.09998035
4	4	3	3	5.13928986
4	5	4	4	5.46862984
4	6	5	5	5.4144001
4	7	6	6	5.26741028
4	8	7	7	5.09998035
4	9	8	8	5.22284985
4	10	9	9	5.09998035
4	11	10	10	5.52595997
4	12	11	11	5.26741028
4	13	12	12	5.22284985
4	14	13	13	5.22284985
4	15	14	14	5.1802001
4	16	15	15	5.26741028
4	17	16	16	5.26741028
4	18	17	17	5.6515398
4	19	18	18	5.26741028
4	20	19	19	5.6515398
4	21	20	20	5.4144001
4	22	21	21	5.4144001
4	23	22	22	5.31404972
4	24	23	23	5.87557983
4	25	24	24	6.05879974
4	26	25	25	6.57322979
4	27	26	26	6.05879974
4	28	28	28	6.28328991
4	29	29	29	5.31404972
4	334	29	29	2.87550998
4	333	28	28	4.0388298
4	332	26	26	5.30954981
4	331	25	25	5.25078011
4	330	24	24	5.4781599
4	329	23	23	3.31276989
4	328	22	22	2.87550998
4	327	21	21	3.19330001
4	326	20	20	2.8838799
4	325	19	19	2.84810996
4	324	18	18	4.02119017
4	323	17	17	3.29360008
4	322	16	16	3.04295993
4	321	15	15	2.68053007
4	320	14	14	3.31707001
4	319	13	13	2.81619
4	318	12	12	2.72134995
4	317	11	11	3.41693997
4	316	10	10	2.84003997
4	315	9	9	4.74399996
4	314	8	8	2.72134995
4	313	7	7	3.15400004
4	312	6	6	4.85827017
4	311	5	5	3.35000992
4	310	4	4	2.73937011
4	309	2	2	4.74399996
4	2.10991001
5	3	2	2	4.43639994
5	4	3	3	4.47570992
5	5	4	4	4.8050499
5	6	5	5	4.75082016
5	7	6	6	4.60382986
5	8	7	7	4.43639994
5	9	8	8	4.55926991
5	10	9	9	4.43639994
5	11	10	10	4.86238003
5	12	11	11	4.60382986
5	13	12	12	4.55926991
5	14	13	13	4.55926991
5	15	14	14	4.51662016
5	16	15	15	4.60382986
5	17	16	16	4.60382986
5	18	17	17	4.98795986
5	19	18	18	4.60382986
5	20	19	19	4.98795986
5	21	20	20	4.75082016
5	22	21	21	4.75082016
5	23	22	22	4.65046978
5	24	23	23	5.21199989
5	25	24	24	5.3952198
5	26	25	25	5.90964985
5	27	26	26	5.3952198
5	28	28	28	5.61970997
5	29	29	29	4.65046978
5	143	29	29	3.39110994
5	142	26	26	4.43979979
5	141	25	25	5.08546019
5	140	24	24	4.43979979
5	139	23	23	3.5211699
5	138	22	22	4.23511982
5	137	21	21	3.83864999
5	136	20	20	3.60671997
5	135	19	19	3.67633009
5	134	18	18	3.55751991
5	133	17	17	4.26302004
5	132	16	16	2.87175989
5	131	15	15	4.20409012
5	130	14	14	2.76255989
5	129	13	13	2.86372995
5	128	12	12	2.96739006
5	127	11	11	3.77698994
5	126	10	10	3.44684005
5	125	9	9	2.51459002
5	124	8	8	3.54164004
5	123	7	7	2.32534003
5	122	6	6	3.55751991
5	121	5	5	3.41859007
5	120	4	4	3.62368011
5	119	3	3	2.59263992
5	118	2	2	2.26945996
5	1.44632995
6	3	2	2	4.29684019
6	4	3	3	4.33615017
6	5	4	4	4.66549015
6	6	5	5	4.61125994
6	7	6	6	4.46427011
6	8	7	7	4.29684019
6	9	8	8	4.41971016
6	10	9	9	4.29684019
6	11	10	10	4.72281981
6	12	11	11	4.46427011
6	13	12	12	4.41971016
6	14	13	13	4.41971016
6	15	14	14	4.37705994
6	16	15	15	4.46427011
6	17	16	16	4.46427011
6	18	17	17	4.84840012
6	19	18	18	4.46427011
6	20	19	19	4.84840012
6	21	20	20	4.61125994
6	22	21	21	4.61125994
6	23	22	22	4.51091003
6	24	23	23	5.07244015
6	25	24	24	5.25566006
6	26	25	25	5.77008963
6	27	26	26	5.25566006
6	28	28	28	5.48014975
6	29	29	29	4.51091003
6	430	29	29	4.0166502
6	429	26	26	4.40283012
6	428	23	23	4.12145996
6	427	22	22	3.86598992
6	426	20	20	3.91738009
6	425	18	18	3.98794007
6	424	16	16	3.64206004
6	423	15	15	3.64206004
6	422	14	14	3.93288994
6	421	13	13	3.62223005
6	420	12	12	3.96004009
6	419	11	11	3.84124994
6	418	10	10	3.97157001
6	417	9	9	2.22708988
6	416	8	8	3.81710005
6	415	7	7	2.03585005
6	414	6	6	2.14466
6	413	5	5	4.07666016
6	412	4	4	3.94410992
6	411	3	3	1.67737997
6	410	2	2	2.33842993
6	1.30676997
7	3	2	2	4.38485003
7	4	3	3	4.42416
7	5	4	4	4.75349998
7	6	5	5	4.69927025
7	7	6	6	4.55227995
7	8	7	7	4.38485003
7	9	8	8	4.50771999
7	10	9	9	4.38485003
7	11	10	10	4.81083012
7	12	11	11	4.55227995
7	13	12	12	4.50771999
7	14	13	13	4.50771999
7	15	14	14	4.46507025
7	16	15	15	4.55227995
7	17	16	16	4.55227995
7	18	17	17	4.93640995
7	19	18	18	4.55227995
